"","V1","V2"
"2906","sirpav","plait/make (baskets, etc.) from bulrushes;"
"2907","smaltav","enamel;"
"2908","sociav","unite, join, ally; share in;"
"2909","solidav","make solid/whole/dense/firm/crack free; strengthen, consolidate; solder; knit;"
"2910","solitav","to make it one's constant habit to (w/INF); make a practice of; be accustomed;"
"2911","sollemnizav","celebrate; solemnize;"
"2912","sollicitav","disturb, worry; stir up, arouse, agitate, incite;"
"2913","somniav","dream; dream of or see in a dream;"
"2914","sonav","make a noise/sound; speak/utter, emit sound; be spoken of (as); express/denote;"
"2915","sonav","|echo/resound; be heard, sound; be spoken of (as); celebrate in speech;"
"2916","soporav","rend to sleep, render unconscious, stupefy;"
"2917","sorbillav","sip;"
"2918","sospitav","preserve, defend;"
"2919","spectav","observe, watch, look at, see; test; consider;"
"2920","sperav","hope for; trust; look forward to; hope;"
"2921","spiculav","stab;"
"2922","spinav","crown with thorns; prick;"
"2923","spirav","breathe; blow; live; breathe out; exhale; breathe the spirit of;"
"2924","spissav","thicken, condense;"
"2925","spoliav","rob, strip; despoil, plunder; deprive (with abl.);"
"2926","sponsav","become betrothed/engaged to marry (woman); espouse, affiance (L+S);"
"2927","spumav","foam, froth; be covered in foam; cover with foam;"
"2928","spurcav","soil, infect; deprave;"
"2929","sputav","spit out;"
"2930","stabulav","stable/house (domestic animals, poultry, etc); be housed, have stall/lair/den;"
"2931","stagnav","form/lie in pools; be under water;"
"2932","stercorav","void excrement, defecate;"
"2933","sterilizav","sterilize;"
"2934","sternutav","sneeze (repeatedly or violently);"
"2935","stillav","fall in drops; drip; cause to drip; pour in drops;"
"2936","stimulav","urge forward with a goad, torment,""sting""; incite, rouse to frenzy;"
"2937","stipav","crowd, press together, compress, surround closely;"
"2938","stet","stand, stand still, stand firm; remain, rest;"
"2939","strangulav","strangle/throttle; suffocate/stifle/smother; choke; constrict way; keep close;"
"2940","strepitav","make a loud or harsh noise;"
"2941","strigav","halt, stop;"
"2942","stuprav","have (illicit) sexual intercourse with;"
"2943","subaccusav","blame somewhat;"
"2944","subarrhav","pledge, pay earnest money; espouse, undertake;"
"2945","subassav","roast a little;"
"2946","subauscultav","listen secretly; eavesdrop;"
"2947","subigitav","behave improperly to; work upon, incite;"
"2948","subintrav","go into secretly, enter by stealth;"
"2949","subinvitav","invite vaguely;"
"2950","subjectav","throw up from below; apply below;"
"2951","subjugav","subjugate, make subject; bring under the yoke (L+S);"
"2952","sublectav","coax;"
"2953","sublevav","lift up, raise; support; assist; lighten;"
"2954","subligav","fasten (to);"
"2955","sublimav","raise, place in elevated position; soar; send up (spirits) from underworld;"
"2956","subministrav","supply, furnish, afford;"
"2957","submurmurav","murmur softly;"
"2958","submutav","exchange;"
"2959","subnegav","refuse somewhat; deny somewhat;"
"2960","subnerviav","hamstring; (cut sinew in leg); invalidate (L+S); refute;"
"2961","subnervav","hamstring; (cut sinew in leg); invalidate (L+S); refute;"
"2962","subnotav","subscribe;"
"2963","subav","be in heat;"
"2964","subodorav","suspect;"
"2965","subornav","equip, adorn;"
"2966","subpurav","suppurate, fester under the surface;"
"2967","subremigav","make rowing movements underneath;"
"2968","subrogav","elect/propose/nominate/cause to be elected as successor/substitute; substitute;"
"2969","subsannav","mock, deride; insult by derisive gestures; sneer;"
"2970","subsecu","cut away below; pare (the nails);"
"2971","subsultav","keep jumping up; spring up, leap up; (also jerky rhythm);"
"2972","subvectav","convey (often or laboriously) upwards;"
"2973","subventav","bring aid; come quickly to assistance;"
"2974","subvolav","fly upwards;"
"2975","succenturiav","substitute; place in reserve;"
"2976","succlamav","shout in response (to);"
"2977","succollav","lift/carry on one's shoulders;"
"2978","sudav","sweat, perspire;"
"2979","suffarcinav","stuff, cram;"
"2980","sufflav","blow/puff up, inflate; blow; get into a temper with;"
"2981","suffocav","strangle, choke, suffocate;"
"2982","suffragav","express public support (for), canvass/vote for; lend support (to), favor;"
"2983","suffricav","rub-down; rub-off;"
"2984","suffumigav","fumigate from below;"
"2985","suggillav","insult, humiliate;"
"2986","sugillav","insult, humiliate;"
"2987","sulcav","furrow, plow; cleave;"
"2988","sumministrav","supply, furnish, afford;"
"2989","summurmurav","murmur softly;"
"2990","summutav","exchange;"
"2991","superabundav","be very abundant;"
"2992","superaedificav","build upon/over;"
"2993","superded","lay over; put over; apply on the surface;"
"2994","superexaltav","exalt above others;"
"2995","supernatav","swim on top; float;"
"2996","superav","overcome, conquer; survive; outdo; surpass, be above, have the upper hand;"
"2997","superoccupav","take by surprise from above;"
"2998","superonerav","overload with fetters;"
"2999","superstet","stand on top (of) (w/DAT/ABL); stand over (someone prostrate or recumbent);"
"3000","supervolitav","fly to and fro over;"
"3001","supervolav","fly over;"
"3002","supinav","lay on the back; turn up; tilt back;"
"3003","supav","throw; pour; strew, scatter; (usu. only in compounds);"
"3004","suppeditav","be/make available when/as required, supply with/needs (of);"
"3005","suppilav","steal; pilfer;"
"3006","supplantav","trip up;"
"3007","supplicav","pray, supplicate; humbly beseech;"
"3008","supportav","carry up, transport;"
"3009","suppurav","suppurate, fester under the surface;"
"3010","supputav","count up, compute;"
"3011","surrogav","replace; depute;"
"3012","suscitav","encourage, stir up; awaken, rouse, kindle;"
"3013","suspectav","suspect; mistrust, be suspicious of; suspect the presence of evil; gaze up at;"
"3014","suspirav","sigh; utter with a sigh;"
"3015","sussultav","keep jumping up; spring up, leap up; (also jerky rhythm);"
"3016","sustentav","endure, hold out;"
"3017","syllogizav","reason syllogistically;"
"3018","symbolizav","symbolize; accord, correspond;"
"3019","synchronizav","synchronize;"
"3020","syncopav","faint, suffer a syncope/fainting fit;"
"3021","taediav","be sad; be tired/weary/sick (of);"
"3022","tardav","check, retard; hinder;"
"3023","taxav","value, assess the worth of; access a crime; reckon the size/extent; fix sum of;"
"3024","telegraphav","telegraph;"
"3025","telephonav","phone;"
"3026","temerav","violate; defile, pollute; violate sexually;"
"3027","temperav","combine, blend, temper; make mild; refrain from; control oneself;"
"3028","temptav","test, try; urge; worry; bribe;"
"3029","tenebrav","darken, make dark;"
"3030","tentav","handle, feel; attempt, try; prove; test; attack; brave; make an attempt;"
"3031","tenuav","make thin; reduce, lessen; wear down;"
"3032","terebrav","bore through, drill a hole in;"
"3033","terminav","mark the boundaries of, form the boundaries of; restrict; conclude;"
"3034","terrificav","terrify;"
"3035","territav","intimidate; keep on frightening;"
"3036","thermopotav","drink warm; refresh with warm drinks;"
"3037","thesaurizav","gather up treasure; lay up treasure; hoard;"
"3038","tineav","be infested with moths; (or maggots/larvae of moths which do the eating/damage);"
"3039","tintinnav","make a ringing or jangling sound;"
"3040","tintinav","make a ringing or jangling sound;"
"3041","titillav","tickle, titillate, provoke; stimulate sensually;"
"3042","titiav","tweet; (song of the sparrow);"
"3043","titubav","stagger, totter; falter;"
"3044","tolerav","bear, endure, tolerate;"
"3045","tonu","thunder; speak thunderous tones/thunderously; make/resound like thunder;"
"3046","tormentav","torture; torment; inflict acute physical/mental pain;"
"3047","tornav","turn, make round by turning on a lathe; round off (L+S); turn, fashion, smooth;"
"3048","tortav","torture; torment;"
"3049","tractav","draw, haul, pull, drag about; handle, manage, treat, discuss;"
"3050","tranav","swim across;"
"3051","tranquillav","calm, quiet;"
"3052","transfigurav","transform, change form/appearance;"
"3053","transformav","change in shape, transform;"
"3054","transforav","pierce through;"
"3055","transfretav","cross a strait; pass over the sea; put/ferry across; pass through;"
"3056","translatav","offer; transfer;"
"3057","transmeav","go across, cross, travel across; pass over;"
"3058","transmigrav","change one's residence from one place to another; transport; spread (disease);"
"3059","transmutav","change about;"
"3060","transnatav","swim across;"
"3061","transnav","swim across, sail across; swim to the other side;"
"3062","transnominav","rename;"
"3063","transpitav","pass through;"
"3064","transplantav","transplant; remove;"
"3065","transportav","carry across, transport;"
"3066","transultav","spring across;"
"3067","transverberav","transfix;"
"3068","transversav","pass across one from side to side;"
"3069","transvolitav","fly over or through;"
"3070","transvolav","fly across;"
"3071","transvorav","gulp down;"
"3072","trepidav","tremble, be afraid, waver;"
"3073","trestornav","put to flight;"
"3074","treutinav","balance, weigh;"
"3075","tribulav","press, squeeze; exact (dues/payment); trouble;"
"3076","tricav","behave in evasive manner; trifle/delay/dally; cause trouble; pull/play tricks;"
"3077","triplicav","triplicate/do three copies; L:surrejoin/plaintiff reply to defendant rejoinder;"
"3078","tripodav","dance; perform ritual dance (in triple time in honor of Mars);"
"3079","tripudiav","dance; perform ritual dance (in triple time in honor of Mars);"
"3080","tristificav","make sad, cause sadness, sadden;"
"3081","triturav","thresh;"
"3082","triumphav","triumph over; celebrate a triumph; conquer completely, triumph;"
"3083","trucidav","slaughter, butcher, massacre;"
"3084","trucilav","trill; (song of the thrush);"
"3085","truncav","maim, mutilate; strip of branches, foliage; cut off;"
"3086","trusitav","push often; keep pushing;"
"3087","trusav","push often; push strongly;"
"3088","trutinav","balance, weigh;"
"3089","tuditav","strike often;"
"3090","tuissav","be familiar with;"
"3091","tumulav","cover with a burial mound;"
"3092","tumultuav","make commotion/disturbance/uproar/armed rising; scrap/scrimmage; be confused;"
"3093","tumultuav","|misbehave; (Cal);"
"3094","turbidav","disturb/trouble/agitate; make turbulent/turbid; obscure, make turmoil/confusion;"
"3095","turbav","disturb, agitate, throw into confusion;"
"3096","turpav","make ugly; pollute, disfigure;"
"3097","tutav","guard, protect, defend; guard against, avert;"
"3098","ulcerav","cause to fester;"
"3099","ululav","howl, yell, shriek; celebrate or proclaim with howling;"
"3100","umbrav","cast a shadow on, shade;"
"3101","umectav","moisten, make wet;"
"3102","unctitav","anoint often;"
"3103","undav","surge/flood/rise in waves; gush/well up; run, stream; billow; undulate; waver;"
"3104","unificav","unify;"
"3105","urinav","dive, plunge into water;"
"3106","ustilav","scorch, char, burn partially; frost nip; cause to smart/tingle;"
"3107","ustulav","scorch, char, burn partially;"
"3108","usurpav","seize upon, usurp; use;"
"3109","utlagav","outlaw;"
"3110","uxorculav","play the part of a wife;"
"3111","vacillav","stagger, totter; be in a weak condition;"
"3112","vacav","be empty; be vacant; be idle; be free from, be unoccupied;"
"3113","vacuav","empty;"
"3114","vadiav","pledge (to meet debt);"
"3115","vallav","surround/fortify/furnish (camp, etc) with a palisaded rampart;"
"3116","vaporav","cover or fill with vapor; heat, warm; be hot;"
"3117","vapulav","be beaten;"
"3118","varicav","straddle (with legs apart);"
"3119","variav","mark with contrasting colors, variegate; vary, waver; fluctuate, change;"
"3120","vastav","lay waste, ravage, devastate;"
"3121","vectav","transport, carry; (of habitual agent/means); (PASS) ride, be conveyed, travel;"
"3122","vegetav","invigorate; impart energy to;"
"3123","velificav","sail (ship); operate sails; set/direct course; direct effort towards, work for;"
"3124","vellicav","pinch, nip; criticize carpingly;"
"3125","velav","veil, cover, cover up; enfold, wrap, envelop; hide, conceal; clothe in;"
"3126","vendicav","claim, vindicate; punish, avenge; (alternative spelling of vindico);"
"3127","venditav","offer for sale; cry up; pay court (to);"
"3128","venenav","imbue or infect with poison; injure by slander;"
"3129","venerav","adore, revere, do homage to, honor, venerate; worship; beg, pray, entreat;"
"3130","ventilav","expose to a draught; fan; brandish;"
"3131","ventitav","keep coming; come regularly, come often; resort (to);"
"3132","venumded","sell; offer for sale;"
"3133","venunded","sell; offer for sale;"
"3134","venustav","make lovely/attractive; beautify; adorn;"
"3135","verberav","beat, strike, lash;"
"3136","verficav","verify, confirm the truth/authenticity of; show to be true by evidence;"
"3137","verificav","verify, confirm the truth/authenticity of; show to be true by evidence;"
"3138","verminav","have worms; have itching;"
"3139","vernav","carry on or undergo the process proper to spring;"
